pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
6530,XX,cde_fo,OPTCUR,USDINR,USDINR2551690.25PE,PE,USDINR2551690.25PE,,1,,,,,,25000,1,1431873000,1000,4,9.025e+08,CDS,OPTCUR,1431873000,,1431846000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1431820800,1431873000,,,,,,315513000,0,1,0,1,0,6.15e+07,5.445e+07,1,1,1,0,0,1,0,1e+12,0.75,0,10000
6531,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.24CE,CE,GBPUSD25MAY1.24CE,,42,,,,,,1000,1,1432909800,1000,4,1.24e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,1.11e+06,828000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6533,XX,cde_fo,OPTCUR,JPYINR,JPYINR2561363.5CE,CE,JPYINR2561363.5CE,,27,,,,,,25000,1,1434292200,1000,4,6.35e+08,CDS,OPTCUR,1434292200,,1434265200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1434240000,1434292200,,,,,,315513000,0,1,0,1,0,1.475e+06,225000,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6534,XX,cde_fo,OPTCUR,JPYINR,JPYINR2561363.5PE,PE,JPYINR2561363.5PE,,27,,,,,,25000,1,1434292200,1000,4,6.35e+08,CDS,OPTCUR,1434292200,,1434265200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1434240000,1434292200,,,,,,315513000,0,1,0,1,0,4.9e+07,3.315e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6535,XX,cde_fo,OPTCUR,JPYINR,JPYINR2561363.75CE,CE,JPYINR2561363.75CE,,27,,,,,,25000,1,1434292200,1000,4,6.375e+08,CDS,OPTCUR,1434292200,,1434265200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1434240000,1434292200,,,,,,315513000,0,1,0,1,0,1.225e+06,175000,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6536,XX,cde_fo,OPTCUR,JPYINR,JPYINR2561363.75PE,PE,JPYINR2561363.75PE,,27,,,,,,25000,1,1434292200,1000,4,6.375e+08,CDS,OPTCUR,1434292200,,1434265200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1434240000,1434292200,,,,,,315513000,0,1,0,1,0,5.145e+07,3.54e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6539,XX,cde_fo,OPTCUR,USDINR,USDINR2551690.5CE,CE,USDINR2551690.5CE,,1,,,,,,25000,1,1431873000,1000,4,9.05e+08,CDS,OPTCUR,1431873000,,1431846000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1431820800,1431873000,,,,,,315513000,0,1,0,1,0,75000,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
6542,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.24PE,PE,GBPUSD25MAY1.24PE,,42,,,,,,1000,1,1432909800,1000,4,1.24e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,3000,1000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
1,XX,cde_fo,UNDCUR,USDINR,USDINR,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,UNDCUR,-1,,0,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,4.623e+08,3.78225e+08,1,1,1,0,0,1,0,1e+12,0.5,0,999
2,XX,cde_fo,INDEX,NIFTY,NIFTY50,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,INDEX,-1,,0,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.10002e+09,9e+08,1,1,2,0,0,1,0,1e+12,0,0,7000
3,XX,cde_fo,UNDIRC,883GS2023,GOI8.83%2023,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,UNDIRC,-1,,1385389800,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.1e+09,9e+08,1,1,2,0,883,1,0,1e+12,0,0,1250
6549,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.245CE,CE,GBPUSD25MAY1.245CE,,42,,,,,,1000,1,1432909800,1000,4,1.245e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,1.06e+06,778000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
4,XX,cde_fo,UNDIRC,840GS2024,GOI8.40%2024,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,UNDIRC,-1,,1406644200,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.1e+09,9e+08,1,1,2,0,840,1,0,1e+12,0,0,1250
5,XX,cde_fo,INDEX,NIFTYFUTM1,NIFTYFUTURESNEARMONTH,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,INDEX,-1,,0,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.10002e+09,9e+08,1,1,2,0,0,1,0,1e+12,0,0,7000
6,XX,cde_fo,UNDIRC,772GS2025,GOI7.72%2025,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,UNDIRC,-1,,1432598400,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.1e+09,9e+08,1,1,2,0,772,1,0,1e+12,1,0,1250
7,XX,cde_fo,UNDIRC,679GS2027,GOI6.79%2027,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,UNDIRC,-1,,1494806400,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.1e+09,9e+08,1,1,2,0,679,1,0,1e+12,0,0,1250
8,XX,cde_fo,UNDIRC,R679GS2027,R-GOI6.79%2027,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,UNDIRC,-1,,1494806400,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.1e+09,9e+08,1,1,2,0,679,1,0,1e+12,0,0,1250
9,XX,cde_fo,UNDIRC,668GS2031,GOI6.68%2031,XX,,,0,,,,,,25000,1,-1,1000,4,-1,CDS,UNDIRC,-1,,1631836800,,0,0,0,0,0,,0,0,,,,,,,,,,,CUR,,,,,,,0,0,,,,,,315513000,0,1,0,1,0,1.1e+09,9e+08,1,1,2,0,668,1,0,1e+12,0,0,1250
6550,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.245PE,PE,GBPUSD25MAY1.245PE,,42,,,,,,1000,1,1432909800,1000,4,1.245e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,3000,1000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6551,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.25CE,CE,GBPUSD25MAY1.25CE,,42,,,,,,1000,1,1432909800,1000,4,1.25e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,1.011e+06,729000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6552,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.25PE,PE,GBPUSD25MAY1.25PE,,42,,,,,,1000,1,1432909800,1000,4,1.25e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,3000,1000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6553,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.255CE,CE,GBPUSD25MAY1.255CE,,42,,,,,,1000,1,1432909800,1000,4,1.255e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,961000,679000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6558,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.255PE,PE,GBPUSD25MAY1.255PE,,42,,,,,,1000,1,1432909800,1000,4,1.255e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,3000,1000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6559,XX,cde_fo,OPTIRC,718GS2033,718GS203325JUN103.75CE,CE,718GS203325JUN103.75CE,,86,,,,,,25000,1,1435415400,1000,4,1.0375e+09,CDS,OPTIRC,1435415400,,1435415400,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1435363200,1435415400,,,,,,315513000,0,1,0,1,0,1.6425e+07,1.3475e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
13400,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY89.75CE,CE,USDINR25MAY89.75CE,,1,,,,,,25000,1,1432909800,1000,4,8.975e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,75000,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13401,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY89.75PE,PE,USDINR25MAY89.75PE,,1,,,,,,25000,1,1432909800,1000,4,8.975e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,5.55e+07,4.845e+07,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13402,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY90CE,CE,USDINR25MAY90CE,,1,,,,,,25000,1,1432909800,1000,4,9e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,75000,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13403,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY90PE,PE,USDINR25MAY90PE,,1,,,,,,25000,1,1432909800,1000,4,9e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,5.8e+07,5.095e+07,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13404,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY90.25CE,CE,USDINR25MAY90.25CE,,1,,,,,,25000,1,1432909800,1000,4,9.025e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,75000,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13405,XX,cde_fo,OPTCUR,EURINR,EURINR25MAY100CE,CE,EURINR25MAY100CE,,25,,,,,,25000,1,1432909800,1000,4,1e+09,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,675000,25000,1,1,1,0,0,1,0,1e+12,1.25,0,10000
13406,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY90.25PE,PE,USDINR25MAY90.25PE,,1,,,,,,25000,1,1432909800,1000,4,9.025e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,6.05e+07,5.345e+07,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13407,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY90.5CE,CE,USDINR25MAY90.5CE,,1,,,,,,25000,1,1432909800,1000,4,9.05e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,75000,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13408,XX,cde_fo,OPTCUR,USDINR,USDINR25MAY90.5PE,PE,USDINR25MAY90.5PE,,1,,,,,,25000,1,1432909800,1000,4,9.05e+08,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,6.2975e+07,5.5925e+07,1,1,1,0,0,1,0,1e+12,0.75,0,10000
6560,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.26CE,CE,GBPUSD25MAY1.26CE,,42,,,,,,1000,1,1432909800,1000,4,1.26e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,910000,630000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6565,XX,cde_fo,OPTCUR,GBPINR,GBPINR25530107.5CE,CE,GBPINR25530107.5CE,,26,,,,,,25000,1,1433082600,1000,4,1.075e+09,CDS,OPTCUR,1433082600,,1433055600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1433030400,1433082600,,,,,,315513000,0,1,0,1,0,6.59e+07,4.435e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6566,XX,cde_fo,OPTCUR,GBPINR,GBPINR25530107.5PE,PE,GBPINR25530107.5PE,,26,,,,,,25000,1,1433082600,1000,4,1.075e+09,CDS,OPTCUR,1433082600,,1433055600,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1433030400,1433082600,,,,,,315513000,0,1,0,1,0,375000,25000,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6573,XX,cde_fo,OPTCUR,JPYINR,JPYINR2571858PE,PE,JPYINR2571858PE,,27,,,,,,25000,1,1437316200,1000,4,5.8e+08,CDS,OPTCUR,1437316200,,1437289200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1437264000,1437316200,,,,,,315513000,0,1,0,1,0,9.55e+06,4.5e+06,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6575,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD26MAR1.31CE,CE,GBPUSD26MAR1.31CE,,42,,,,,,1000,1,1459089000,1000,4,1.31e+07,CDS,OPTCUR,1459089000,,1459062000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1459036800,1459089000,,,,,,315513000,0,1,0,1,0,730000,560000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6576,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD26MAR1.31PE,PE,GBPUSD26MAR1.31PE,,42,,,,,,1000,1,1459089000,1000,4,1.31e+07,CDS,OPTCUR,1459089000,,1459062000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1459036800,1459089000,,,,,,315513000,0,1,0,1,0,443000,331000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6577,XX,cde_fo,OPTCUR,JPYINR,JPYINR2571858.25CE,CE,JPYINR2571858.25CE,,27,,,,,,25000,1,1437316200,1000,4,5.825e+08,CDS,OPTCUR,1437316200,,1437289200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1437264000,1437316200,,,,,,315513000,0,1,0,1,0,2.9325e+07,1.7725e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6578,XX,cde_fo,OPTCUR,JPYINR,JPYINR2571858.25PE,PE,JPYINR2571858.25PE,,27,,,,,,25000,1,1437316200,1000,4,5.825e+08,CDS,OPTCUR,1437316200,,1437289200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1437264000,1437316200,,,,,,315513000,0,1,0,1,0,1.06e+07,5.1e+06,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6579,XX,cde_fo,OPTCUR,JPYINR,JPYINR2571858.5CE,CE,JPYINR2571858.5CE,,27,,,,,,25000,1,1437316200,1000,4,5.85e+08,CDS,OPTCUR,1437316200,,1437289200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1437264000,1437316200,,,,,,315513000,0,1,0,1,0,2.7525e+07,1.6325e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
13428,XX,cde_fo,OPTIRC,718GS2037,718GS203725MAY103.5PE,PE,718GS203725MAY103.5PE,,84,,,,,,25000,1,1432996200,1000,4,1.035e+09,CDS,OPTIRC,1432996200,,1432996200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432944000,1432996200,,,,,,315513000,0,1,0,1,0,100000,25000,1,1,2,0,0,1,0,1e+12,0,0,1250
13429,XX,cde_fo,OPTIRC,718GS2037,718GS203725MAY103.75CE,CE,718GS203725MAY103.75CE,,84,,,,,,25000,1,1432996200,1000,4,1.0375e+09,CDS,OPTIRC,1432996200,,1432996200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432944000,1432996200,,,,,,315513000,0,1,0,1,0,2.5875e+07,2.1375e+07,1,1,2,0,0,1,0,1e+12,0,0,1250
6580,XX,cde_fo,OPTCUR,JPYINR,JPYINR2571858.5PE,PE,JPYINR2571858.5PE,,27,,,,,,25000,1,1437316200,1000,4,5.85e+08,CDS,OPTCUR,1437316200,,1437289200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1437264000,1437316200,,,,,,315513000,0,1,0,1,0,1.1675e+07,5.775e+06,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6581,XX,cde_fo,OPTCUR,JPYINR,JPYINR2571858.75CE,CE,JPYINR2571858.75CE,,27,,,,,,25000,1,1437316200,1000,4,5.875e+08,CDS,OPTCUR,1437316200,,1437289200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1437264000,1437316200,,,,,,315513000,0,1,0,1,0,2.5775e+07,1.5025e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6582,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD26MAR1.315CE,CE,GBPUSD26MAR1.315CE,,42,,,,,,1000,1,1459089000,1000,4,1.315e+07,CDS,OPTCUR,1459089000,,1459062000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1459036800,1459089000,,,,,,315513000,0,1,0,1,0,699000,535000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6583,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD26MAR1.315PE,PE,GBPUSD26MAR1.315PE,,42,,,,,,1000,1,1459089000,1000,4,1.315e+07,CDS,OPTCUR,1459089000,,1459062000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1459036800,1459089000,,,,,,315513000,0,1,0,1,0,468000,350000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6584,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD26MAR1.32CE,CE,GBPUSD26MAR1.32CE,,42,,,,,,1000,1,1459089000,1000,4,1.32e+07,CDS,OPTCUR,1459089000,,1459062000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1459036800,1459089000,,,,,,315513000,0,1,0,1,0,670000,510000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6585,XX,cde_fo,OPTCUR,USDINR,USDINR2550984.5CE,CE,USDINR2550984.5CE,,1,,,,,,25000,1,1431268200,1000,4,8.45e+08,CDS,OPTCUR,1431268200,,1431241200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1431216000,1431268200,,,,,,315513000,0,1,0,1,0,2.025e+06,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
6586,XX,cde_fo,OPTCUR,USDINR,USDINR2550984.5PE,PE,USDINR2550984.5PE,,1,,,,,,25000,1,1431268200,1000,4,8.45e+08,CDS,OPTCUR,1431268200,,1431241200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1431216000,1431268200,,,,,,315513000,0,1,0,1,0,4.1e+06,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
6587,XX,cde_fo,OPTCUR,USDINR,USDINR2550984.75CE,CE,USDINR2550984.75CE,,1,,,,,,25000,1,1431268200,1000,4,8.475e+08,CDS,OPTCUR,1431268200,,1431241200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1431216000,1431268200,,,,,,315513000,0,1,0,1,0,625000,25000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
6588,XX,cde_fo,OPTCUR,USDINR,USDINR2550984.75PE,PE,USDINR2550984.75PE,,1,,,,,,25000,1,1431268200,1000,4,8.475e+08,CDS,OPTCUR,1431268200,,1431241200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1431216000,1431268200,,,,,,315513000,0,1,0,1,0,6.875e+06,675000,1,1,1,0,0,1,0,1e+12,0.75,0,10000
6589,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.26PE,PE,GBPUSD25MAY1.26PE,,42,,,,,,1000,1,1432909800,1000,4,1.26e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,3000,1000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
13432,XX,cde_fo,OPTCUR,USDJPY,USDJPY25MAY137.5CE,CE,USDJPY25MAY137.5CE,,43,,,,,,100000,1,1432909800,1000,4,1.375e+09,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,7.01e+07,3.55e+07,5877,1,1,0,0,100,0,1e+12,0,0,10000
13433,XX,cde_fo,OPTCUR,USDJPY,USDJPY25MAY137.5PE,PE,USDJPY25MAY137.5PE,,43,,,,,,100000,1,1432909800,1000,4,1.375e+09,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,6.3e+06,700000,5877,1,1,0,0,100,0,1e+12,0,0,10000
13438,XX,cde_fo,OPTCUR,GBPINR,GBPINR25SEP102CE,CE,GBPINR25SEP102CE,,26,,,,,,25000,1,1443364200,1000,4,1.02e+09,CDS,OPTCUR,1443364200,,1443337200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1443312000,1443364200,,,,,,315513000,0,1,0,1,0,1.27425e+08,1.06125e+08,1,1,1,0,0,1,0,1e+12,1.25,0,10000
13439,XX,cde_fo,OPTCUR,GBPINR,GBPINR25SEP102PE,PE,GBPINR25SEP102PE,,26,,,,,,25000,1,1443364200,1000,4,1.02e+09,CDS,OPTCUR,1443364200,,1443337200,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1443312000,1443364200,,,,,,315513000,0,1,0,1,0,1.1e+06,450000,1,1,1,0,0,1,0,1e+12,1.25,0,10000
6590,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.265CE,CE,GBPUSD25MAY1.265CE,,42,,,,,,1000,1,1432909800,1000,4,1.265e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,861000,581000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6591,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.265PE,PE,GBPUSD25MAY1.265PE,,42,,,,,,1000,1,1432909800,1000,4,1.265e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,3000,1000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6592,XX,cde_fo,OPTCUR,GBPUSD,GBPUSD25MAY1.27CE,CE,GBPUSD25MAY1.27CE,,42,,,,,,1000,1,1432909800,1000,4,1.27e+07,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,811000,533000,8454.36,1,1,0,0,100,0,1e+12,0,0,10000
6593,XX,cde_fo,OPTCUR,USDINR,USDINR2551690.5PE,PE,USDINR2551690.5PE,,1,,,,,,25000,1,1431873000,1000,4,9.05e+08,CDS,OPTCUR,1431873000,,1431846000,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1431820800,1431873000,,,,,,315513000,0,1,0,1,0,6.4e+07,5.695e+07,1,1,1,0,0,1,0,1e+12,0.75,0,10000
13440,XX,cde_fo,OPTCUR,EURINR,EURINR25MAY100PE,PE,EURINR25MAY100PE,,25,,,,,,25000,1,1432909800,1000,4,1e+09,CDS,OPTCUR,1432909800,,1432882800,,0,0,0,0,0,"            ",0,0,,,,,,,,,,,CUR,,,,,,,1432857600,1432909800,,,,,,315513000,0,1,0,1,0,5.03e+07,3.205e+07,1,1,1,0,0,1,0,1e+12,1.25,0,10000
